960	Daniel A. Keim	1.4501246049090024E11
1030	German K. M. Cheung	1.2625465138145023E11
1031	Simon Baker	1.400294439959502E11
1041	Tony F. Chan	1.314291907621002E11
1102	Yi Liu	1.431118227007502E11
1116	Darrell D. E. Long	1.418091667310002E11
1117	Alex Pang	1.3590736978390019E11
1140	Takashi Matsuyama	1.424746071150002E11
1164	Trevor Darrell	1.4125889889220023E11
1173	James J. Little	1.2952597552545021E11
1217	Hanan Samet	1.3909620626950018E11
1225	Min Chen	1.2498206895570024E11
1245	Alex Pentland	1.4518595419575024E11
1246	Marius Leordeanu	1.375107963394502E11
1253	Linmi Tao	1.2595404995585022E11
1256	Wei Zhang	1.4414316579095023E11
1288	Matthias Hemmje	1.3699573184565019E11
1300	Li Zhang	1.404647288582502E11
1302	Steven M. Seitz	1.377877110828002E11
1310	Tatjana Zrimec	1.3147222926345021E11
1313	Steven W. Zucker	1.4348678903345023E11
1314	Gang Li	1.435991109974002E11
1321	Leonard McMillan	1.417159692664002E11
1333	Kevin W. Bowyer	1.396555764030002E11
1336	Heng Huang	1.2446985311280023E11
1337	Rong Zhang	1.379154704909002E11
1338	Fillia Makedon	1.409288082874002E11
1342	Christopher G. Healey	1.3035733759500021E11
1352	Abhinav Gupta	1.410975909633002E11
1360	David P. Helmbold	1.310286783823502E11
1362	Ying Liu	1.2778399878205023E11
1367	Michael S. Langer	1.3419877593370021E11
1368	Kaleem Siddiqi	1.397501561648002E11
1379	Ali Shokoufandeh	1.2992778120400021E11
1394	Parris K. Egbert	1.3720278052450018E11
1399	Dimitris Samaras	1.2715319920370023E11
1407	Haojun Wang	1.2518478540725024E11
1450	Zhigang Zhu	1.380938626633002E11
1475	David Page	1.3723991501680019E11
1481	Frank Dellaert	1.412539456260002E11
1558	Guodong Liu	1.2800728365770023E11
1582	Rey-Long Liu	1.3631577191550018E11
1705	Young-Koo Lee	1.426118208172502E11
1825	Chong-Wah Ngo	1.2967377188070021E11
1829	Ming Li	1.423785591677502E11
1842	Gang Xu	1.426779508529502E11
1843	Wei Xu	1.4334649694655023E11
1844	Jian Yang	1.4132292623870023E11
1916	Yong-Ju Lee	1.3009506086655022E11
1930	Joachim Diederich	1.379529007772502E11
1975	David L. Dowe	1.411573169528002E11
2022	Djamal Benslimane	1.3142720864030022E11
2023	Quan Z. Sheng	1.393784703076502E11
2038	Ickjai Lee	1.2857442357235022E11
2048	Tokuro Matsuo	1.359468186426002E11
2077	Gang Chen	1.3913669014600018E11
2078	Ruimin Shen	1.2522234731015024E11
2081	Zhou Wei	1.2901761072995021E11
2096	Yanchun Zhang	1.348300558742502E11
2098	Yong Shi	1.399362525391502E11
2100	Elizabeth Chang	1.2831391951380022E11
2102	Tharam S. Dillon	1.2831391951380022E11
2159	Li Gao	1.2980236862550021E11
2183	Yang Xiang	1.2913814635610022E11
2219	J��lio C. Nievola	1.2821150660335022E11
2237	Junho Shim	1.3178805530170021E11
2243	Joonho Kwon	1.2925387454970021E11
2245	Sukho Lee	1.402759753167502E11
2258	Jun Li	1.376065591695002E11
2280	Seyed M. M. Tahaghoghi	1.3004137107555022E11
2281	Falk Scholer	1.397116428892002E11
2290	Wei Li	1.443898663671502E11
2316	Nan Zhang	1.3206812698670021E11
2345	Yansheng Lu	1.406292287547502E11
2351	Khanh Vu	1.2463071234370024E11
2374	Ryutaro Ichise	1.3052080618735022E11
2395	J. Leon Zhao	1.3155044972380022E11
2415	Yunfa Hu	1.3604417112565019E11
2418	Peter P. Chen	1.410127765166002E11
2458	Peng Huang	1.405879129416002E11
2462	C. V. Ramamoorthy	1.3028128555265022E11
2463	Jayanta Basak	1.2418675982655023E11
2478	Zhen Zhang	1.425583762240502E11
2499	In-Young Ko	1.2796854000915022E11
2500	Lei Wang	1.376748249662002E11
2509	Andrew Jennings	1.358218418038502E11
2523	Xiaopeng Tao	1.2966639579660022E11
2525	Joachim Hammer	1.427295552879502E11
2526	Herman Lam	1.406697497278002E11
2531	Phuong Nguyen	1.3025776186385022E11
2547	Gang Zhou	1.358431686158002E11
2588	Tao Li	1.4769678029250024E11
2647	Wei Liu	1.3673749299885019E11
2691	Brian Logan	1.408852900562502E11
2714	Ye Wang	1.2931879556665022E11
2767	Takuichi Nishimura	1.3589766935865019E11
2828	Shogo Nishida	1.3062339802025021E11
2836	Irwin King	1.415711411366502E11
2839	Takao Terano	1.2692019691725023E11
2898	Hiroshi Mizoguchi	1.2722802629575023E11
2948	Ling Chen	1.406039253674002E11
3017	Elisabeth Andr��	1.2767856670730022E11
3043	Hiroshi Yasuda	1.359891699623002E11
3050	Philippe Golle	1.3070065435535022E11
3100	Kristian J. Hammond	1.411389209612502E11
3108	Feng Tian	1.3637277024055019E11
3210	Ke Xu	1.3017439866805022E11
3255	Ah-Hwee Tan	1.325001824618502E11
3275	Manish Mehta	1.3131442134300021E11
3278	Michael Mateas	1.409614915830002E11
3292	Mitsuru Minakuchi	1.2753140013235022E11
3293	Katsumi Tanaka	1.4455043904010022E11
3331	Satoshi Nakamura	1.2993210740055022E11
3362	Matthew Chalmers	1.339021175603502E11
3370	Antonio L. Furtado	1.401237864547502E11
3420	William C. Hill	1.3024012768735022E11
3421	Loren G. Terveen	1.3728153386430019E11
3460	James A. Hendler	1.4490334517830023E11
3489	Paul M. Aoki	1.374481556523502E11
3490	Allison Woodruff	1.402209497958002E11
3492	Yang Li	1.2523548492120024E11
3493	James A. Landay	1.2909218878390022E11
3498	Gerhard Fischer	1.3653883263085019E11
3530	Scott E. Hudson	1.3637532405960019E11
3541	Maribeth Back	1.3113116660875021E11
3628	Carl Gutwin	1.404775342383002E11
3663	Laurence Nigay	1.2774249365945023E11
3666	John M. Carroll	1.3194145529130022E11
3673	Roger C. Schank	1.435061093405002E11
3674	Elliot Soloway	1.379694243072002E11
3675	Ben Shneiderman	1.426442614115002E11
3711	Jason I. Hong	1.387389194854502E11
3720	Roger King	1.4358323245680023E11
3759	N. Hari Narayanan	1.381874420567002E11
3782	M. Cameron Jones	1.3661953719155019E11
3794	Hermann Kaindl	1.426984508809502E11
3800	Andruid Kerne	1.310634732326502E11
3895	Illah R. Nourbakhsh	1.3038652795245023E11
3901	Mark W. Newman	1.2611822069750023E11
3986	Catherine Plaisant	1.2401168953235023E11
4018	Thorsten Joachims	1.4319995975495023E11
4027	Christian Stary	1.2827932590015022E11
4061	Stephanie Wilson	1.2297811150910023E11
4112	Daniel C. Robbins	1.2365441842825024E11
4130	Matt Jones	1.375873260342002E11
4133	George Buchanan	1.3294732171145021E11
4134	David Frohlich	1.2494210707950023E11
4136	Maxine Frank	1.2494210707950023E11
4137	Mounia Lalmas	1.444796069965002E11
4195	Wei Jiang	1.423162220564502E11
4204	Francesco M. Donini	1.398930752107002E11
4225	Nick Cercone	1.4619071137015024E11
4238	Lorrie Faith Cranor	1.2863678338120023E11
4239	Abdur Chowdhury	1.458497790060002E11
4241	Paul W. P. J. Grefen	1.352467775168502E11
4246	Nicholas R. Jennings	1.409116623560002E11
4251	Norman M. Sadeh	1.380481486662502E11
4254	Josiane Mothe	1.393531717729502E11
4276	David M. Pennock	1.437341231563002E11
4279	Bin Wang	1.419674972323002E11
4281	Shamkant B. Navathe	1.4448808115735022E11
4285	Peter R. Wurman	1.3775755458900018E11
4292	Ding Yuan	1.3689491336350018E11
4301	Michael Benisch	1.3731245116335019E11
4313	Raymond Y. K. Lau	1.315407311451002E11
4319	Dongmo Zhang	1.427210681654502E11
4327	Guido Boella	1.3693968879990019E11
4328	Leendert W. N. van der Torre	1.3913865625975018E11
4342	Anindya Ghose	1.2675119655380023E11
4386	Ying Chen	1.407730322843002E11
4394	Peng Han	1.2522234731015024E11
4401	Riichiro Mizoguchi	1.408694644842502E11
4405	Thomas R. Ioerger	1.3898125816765018E11
4429	Ho-fung Leung	1.2794844090235022E11
4455	Ping Li	1.3469319295340019E11
4456	Qi Li	1.422068275214002E11
4469	Mark S. Fox	1.440507281949002E11
4472	Vincent Conitzer	1.463446667540002E11
4473	Tuomas Sandholm	1.4768843648595023E11
4480	Maria L. Gini	1.2948710978460022E11
4484	Patrick C. K. Hung	1.2790506390465022E11
4487	Raymond K. Wong	1.329199715198502E11
4489	James T. Kwok	1.4608383630990024E11
4498	Viet Dung Dang	1.3734468953750018E11
4516	David C. Parkes	1.4377735790310022E11
4549	Arie Segev	1.409836207805002E11
4560	David Pardoe	1.382681030149502E11
4561	Peter Stone	1.4688584829170023E11
4562	Maytal Saar-Tsechansky	1.371042823392002E11
4570	Airi Salminen	1.2959242771540022E11
4577	Ray J. Paul	1.2725399480555022E11
4588	Stuart M. Shieber	1.2984796495620021E11
4595	Katia P. Sycara	1.4448768507435022E11
4602	Jing Wu	1.357859546525502E11
4604	Steffen Lamparter	1.2998151405005022E11
4605	Anupriya Ankolekar	1.367329314577002E11
4606	Rudi Studer	1.428386422998002E11
4622	Gio Wiederhold	1.4442236257180023E11
4642	Jeff Z. Pan	1.4216872395685022E11
4643	Peter M. D. Gray	1.391826944520502E11
4663	Yan Chen	1.2949698368210022E11
4676	Jun Xu	1.4264697057485022E11
4678	Shuchi Chawla	1.2984046040395023E11
4681	Timothy W. Finin	1.4509950200985022E11
4682	Anupam Joshi	1.420508500088002E11
4683	Yelena Yesha	1.410698121915002E11
4688	Oliver G��nther	1.3123999439525021E11
4701	Takahira Yamaguchi	1.419177153027002E11
4730	Yongmei Liu	1.411117068895002E11
4746	Georg Lausen	1.426579909047502E11
4749	Nigel Shadbolt	1.318618790019002E11
4755	Li Ma	1.403448567752502E11
4792	Eswaran Subrahmanian	1.335535992811002E11
4793	Sarosh Talukdar	1.394180486970002E11
4801	Xiaoling Wang	1.390540097679502E11
4802	Li Chen	1.431554155670002E11
4823	Thomas Tran	1.2841425687045023E11
4827	Philippe Pasquier	1.2706651139355023E11
4829	Frank Dignum	1.2706651139355023E11
4830	Iyad Rahwan	1.3945026847060022E11
4831	Liz Sonenberg	1.2706651139355023E11
4839	Youyong Zou	1.314519091838502E11
4840	Li Ding	1.4332679942140024E11
4841	Harry Chen	1.314519091838502E11
4842	Rong Pan	1.426518476657502E11
4856	Bart Selman	1.4207664154010022E11
4858	Rachel Greenstadt	1.3007382050215022E11
4861	Francesco Ricci	1.330300574551002E11
4865	Louiqa Raschid	1.4478486895765024E11
4866	Henrique Andrade	1.2903602848490022E11
4872	Jaideep Srivastava	1.4403254618660022E11
4886	Arun K. Pujari	1.359639188151002E11
4894	Xiaodong Wang	1.2765776523360022E11
4900	Alok Gupta	1.2856682878920023E11
4905	Feng Wang	1.2451869612475024E11
4910	Wolfgang Jank	1.2882618707410022E11
4911	Galit Shmueli	1.2882618707410022E11
4922	Feng Zhao	1.360246742362002E11
4927	Yoav Shoham	1.4672184735795023E11
4934	Peter van der Putten	1.2267431359050024E11
4942	Mohammad Mahdian	1.3126681455405022E11
4968	Panagiotis G. Ipeirotis	1.4437600484085022E11
4987	Eric K. Clemons	1.329642023595502E11
4997	Yunhong Zhou	1.2794863076005022E11
4998	Rajan M. Lukose	1.2963808788450021E11
5014	Ying Lu	1.391018115197002E11
5039	Foster J. Provost	1.443837237699002E11
5040	Prem Melville	1.4317842001545023E11
5048	Jie Zhang	1.406343011408002E11
5049	Robin Cohen	1.4317239373135022E11
5069	Qin Zhang	1.3179918988775021E11
5086	Wagner Meira Jr.	1.431036391387502E11
5107	Frank Leymann	1.3720557336185019E11
5128	Thodoros Topaloglou	1.2922724379045021E11
5135	Sebastian Obermeier	1.2604206115990022E11
5136	Stefan B?ttcher	1.2604206115990022E11
5160	Chen Ding	1.391777859902002E11
5163	Mitsunori Ogihara	1.446335109315502E11
5173	Parry Husbands	1.362444831422502E11
5207	David A. Wood	1.367802817107002E11
5213	Gregory Buehrer	1.392715529463002E11
5214	Yen-Kuang Chen	1.393791055959502E11
5215	Srinivasan Parthasarathy	1.4629874266245023E11
5216	Anthony Nguyen	1.2665522793875023E11
5217	Amol Ghoting	1.420744077452002E11
5218	Daehyun Kim	1.2665522793875023E11
5268	Chung-Min Chen	1.427391021828002E11
5269	Naphtali Rishe	1.4428497108185022E11
5282	Juan E. Gilbert	1.3191739369020021E11
5297	Susan V. Vrbsky	1.2914335227035022E11
5304	Eric N. Hanson	1.4348867505765024E11
5345	Jinxiang Dong	1.361706371865002E11
5507	Brian Eoff	1.379367060766002E11
5520	Jianhua Chen	1.3040119927545023E11
5577	Miroslaw Truszczynski	1.439121353982502E11
5586	Andrew Lim	1.4327393517165024E11
5619	Shuang Liu	1.402266101336502E11
5637	John K. Johnstone	1.2662825077985023E11
5667	Kwai Wong	1.392690038133002E11
5702	Bogdan D. Czejdo	1.2595513756230023E11
5709	Qiaozhu Mei	1.443676428239002E11
5713	Vibhu O. Mittal	1.418084720430002E11
5739	Thomas J. Murray	1.376365423874002E11
5752	Vram Kouramajian	1.412617977934002E11
5753	Ramez Elmasri	1.415231079375502E11
5779	James J. Lu	1.316203529724002E11
5795	B. John Oommen	1.391067095384502E11
5798	Tao Tao	1.4309253381735022E11
5873	Yun Wang	1.3906113234465018E11
5907	Jungsoon P. Yoo	1.372606291377002E11
5927	Caroline M. Eastman	1.346608303857502E11
5928	Christopher Williams	1.3118564216950021E11
5985	Xin Zheng	1.358158300530502E11
5992	Jing Zhang	1.416285438713002E11
6075	Xiaoyan Yu	1.2916200743710022E11
6107	Yixin Chen	1.3842860756040018E11
6114	Sheau-Dong Lang	1.423115016537002E11
6127	Jyh-haw Yeh	1.2820505614545023E11
6143	Morgan C. Wang	1.2822211025050023E11
6207	Jun Zhang	1.4425103377955023E11
6250	Narsingh Deo	1.2634959359940022E11
6274	Lei Li	1.403114820471502E11
6280	Vijay V. Raghavan	1.419174563383002E11
6295	Li Yang	1.390689591684502E11
6323	Hang Su	1.3636141526225018E11
6330	Lei Zhang	1.4460765024085022E11
6394	Hua Yan	1.3071723970240022E11
6400	Kien A. Hua	1.422210802576502E11
6449	Victor O. K. Li	1.361977503658002E11
6461	Catharine M. Wyss	1.407652493953002E11
6525	Eduardo B. Fern��ndez	1.395413736304502E11
6545	Peter L. Stanchev	1.2809454419190022E11
6565	Shuting Xu	1.2989180614230022E11
6613	Xin Xu	1.422269146738002E11
6646	Lei Tang	1.3668371415590019E11
6656	Paul S. Fisher	1.3068443735920021E11
6773	Sukhamay Kundu	1.384141139197002E11
6805	Ching-Chi Hsu	1.419754415873002E11
6816	Dan A. Simovici	1.322407755586502E11
6890	Maria Zemankova	1.3906519776715018E11
6974	Alexander B?hm 0002	1.3412205080270021E11
6975	Carl-Christian Kanne	1.422783968915502E11
6976	Guido Moerkotte	1.4695156574250024E11
6982	Serge Abiteboul	1.4747532563090024E11
6983	Bogdan Cautis	1.3597031312965019E11
6985	Tova Milo	1.4627714499035022E11
7004	Luigi Portinale	1.2789208853140022E11
7012	David A. Basin	1.3648809147455019E11
7022	S. Misbah Deen	1.404195181972002E11
7041	Walter Binder	1.3707626372630019E11
7046	Stefano Bistarelli	1.389856029970502E11
7075	Feng Cao	1.3859393020165018E11
7113	Wei Huang	1.330024605238002E11
7223	A. Min Tjoa	1.316695572156502E11
7244	Yoichi Shinoda	1.355166987781002E11
7274	Marco Pistore	1.407959913461502E11
7277	Wei Wang	1.4924762682300024E11
7338	Hidehiko Tanaka	1.409911367278502E11
7366	Markus Schneider	1.3846601028975018E11
7447	Alex Ferguson	1.315574089611002E11
7452	Bhavani M. Thuraisingham	1.361904077470502E11
7514	Fred Douglis	1.3956412385410022E11
7516	Zhen Liu	1.411187624496502E11
7562	Zhanhuai Li	1.3687660694750018E11
7569	Paolo Giorgini	1.386027490426002E11
7604	Paul G. Spirakis	1.3553693840690019E11
7619	Bettina Kemme	1.2678601628530023E11
7632	Ali A. Ghorbani	1.3196906883330022E11
7652	Bin Liu	1.4330982479815024E11
7671	Yu Gu	1.2689633091135023E11
7728	Francesco Santini	1.3216369379570021E11
7731	Elisa Bertino	1.4587582679360022E11
7739	Evangelos E. Milios	1.407281943440002E11
7756	Jehan-Fran?ois Paris	1.402356648462002E11
7757	Thomas J. E. Schwarz	1.404704588527502E11
7777	Bo Zhang	1.417482324937002E11
7788	Jiang Wu	1.2821785188820023E11
7846	Klaus Meyer-Wegener	1.3116125716975021E11
7847	Alexander Pretschner	1.2900742914520021E11
7871	Qi Wang	1.2790631915830022E11
7885	Susana Ladra	1.3475051530015019E11
7907	Rattikorn Hewett	1.398443220641502E11
7951	Xiaolei Li	1.446173387423002E11
7956	Milan Petkovic	1.390718214491002E11
7964	Barton P. Miller	1.3198377548825021E11
7975	John Mylopoulos	1.435386333452502E11
8001	Xin Chen	1.382842552326002E11
8042	Salem Benferhat	1.417457415780502E11
8053	Svein-Olaf Hvasshovd	1.4187872239760022E11
8141	Feng Liu	1.363859139920002E11
8166	Xi Chen	1.3025455356605022E11
8187	Feng Lin	1.2903056240605022E11
8207	Bao-Gang Hu	1.4112446473585022E11
8242	Yu Qian	1.3922423594615018E11
8243	Kang Zhang	1.3922423594615018E11
8297	Uwe R?hm	1.2748289112620023E11
8300	Tim Kraska	1.399460552610502E11
8301	David Hart	1.2942830946805022E11
8319	Xiaodi Huang	1.2759385006500023E11
8320	Wei Lai	1.410623265398502E11
8394	Jie Tang	1.4339148026660022E11
8395	Fuyan Zhang	1.2722981902565022E11
8450	Ming Yang	1.414503965677502E11
8596	Fei Chen	1.2976752989905022E11
8673	Sheng Wang	1.2439904476975024E11
8679	Yong Liu	1.349591878853002E11
8741	Chin-Chen Chang	1.396632312165502E11
8744	Yanxiang He	1.351290930406002E11
8746	Hui Jin	1.3645550861665019E11
8754	Bing Liu	1.4760899501080023E11
8756	Baile Shi	1.4446183021380023E11
8760	Jian Liu	1.3000042021415022E11
8788	Dong-Hong Ji	1.393318177125502E11
8808	Michael N. Huhns	1.3152208273755022E11
8839	Ryuichi Oka	1.325969127763502E11
8845	Hao Chen	1.3105455611470021E11
8858	Lizhu Zhou	1.423341975700002E11
8866	Zhaohui Wu	1.310990034961502E11
8874	Don-Lin Yang	1.3689889843465019E11
8875	Jun Chen	1.3662235238390019E11
8912	Wei Ding	1.392648425907002E11
8928	Ge Yu	1.4226964115885022E11
8930	Venu Govindaraju	1.2871626878435022E11
8935	Hao Zheng	1.347167339703002E11
8936	Deyi Li	1.2043189803045024E11
8944	Haofeng Zhou	1.395876066230502E11
8946	Jianwen Su	1.3637904399365019E11
8966	Jianzhong Li	1.443423364250002E11
8973	Maurizio Rafanelli	1.346529719156002E11
8975	Zongtian Liu	1.2906315981680022E11
8996	Xiaorong Li	1.3069908706840022E11
8997	Ning Gu	1.2853989526930023E11
8998	Xiaoyuan Wu	1.3813913534290018E11
9000	Yan Liu	1.4400769186785022E11
9009	Shuigeng Zhou	1.4315251805810022E11
9024	Lei Liu	1.3699556407435019E11
9034	Xin Wang	1.357475083603502E11
9035	Xiangyang Xue	1.2985337676510022E11
9055	Hui Zhang	1.3710559228015019E11
9071	Peng Liu	1.365033794632002E11
9090	Jian Yin	1.408732648529502E11
9091	Zhenyu Liu	1.3646211285315019E11
9096	Ning Liu	1.431864635595002E11
9098	Hongwei Zhang	1.361782883612002E11
9101	Yi Wang	1.404449815435002E11
9105	Yin Zhang	1.327384710530002E11
9109	Xueqi Cheng	1.419034113250502E11
9115	Junzhong Gu	1.3142168227775021E11
9140	Rem W. Collier	1.3734460485115019E11
9148	Yu Cao	1.3056297039995021E11
9153	Daniel P. Miranker	1.444161194127502E11
9154	Qasim Iqbal	1.2972547098615022E11
9167	Shengfei Shi	1.359014691340502E11
9198	Roman Y. Shtykh	1.2865377054110022E11
9200	Qun Jin	1.2865377054110022E11
9222	Fan Yang	1.3602960114390019E11
9224	Peng Wang	1.408164450194002E11
9239	Yue Pan	1.414687537925002E11
9251	Sheng Huang	1.2931879556665022E11
9252	Aoying Zhou	1.4660629555550024E11
9254	Xiong Wang	1.3858872642600018E11
9284	Jinyuan You	1.2774510105740022E11
9285	Hui Wang	1.406702146004502E11
9306	Hai Jin	1.2919271587925021E11
9309	Hongzhi Wang	1.2451589611680023E11
9311	Hong Gao	1.380243552886002E11
9318	Xiaojun Wu	1.2556690491325023E11
9329	Ling Feng	1.413082472750502E11
9339	Nandlal L. Sarda	1.3003220833820023E11
9360	Jie Wu	1.3012019721785022E11
9370	Suzanne M. Embury	1.3735174887760019E11
9376	Xian Wu	1.383716560924502E11
9391	Xiaokui Xiao	1.437320659582502E11
9394	Qing Wang	1.2839625062855022E11
9403	Zhipeng Xie	1.2906315981680022E11
9420	Hao Huang	1.372721040484502E11
9426	Ying Sai	1.2960528142900021E11
9440	Jiangming Yang	1.2853989526930023E11
9441	Qiwei Zhang	1.2853989526930023E11
9447	Min Zhang	1.2546835608325023E11
9465	Ying Li	1.4290688096535022E11
9479	Yong Zhang	1.353996138748502E11
9483	Ke Zhou	1.321424851558502E11
9485	Ling Liu	1.4776147293400024E11
9490	Zhihua Zhang	1.428279379021502E11
9503	Fengli Zhang	1.3669133937330019E11
9518	Ying Zhang	1.4444879914430023E11
9521	Jun Guo	1.3701663520290019E11
9522	Shiwei Tang	1.3487024768310019E11
9523	Dongqing Yang	1.387630872371002E11
9532	Bo Zhou	1.360811851143002E11
9560	Honghua Dai	1.4354725848055023E11
9564	Liu Liu	1.3129485792150021E11
9572	Ying Wang	1.2962251284660022E11
9576	Eenjun Hwang	1.350876698588502E11
9590	Yuan Wang	1.2725867558725023E11
9605	Jing Zhou	1.3204500582050021E11
9612	Wei Hu	1.2973214282060022E11
9659	Sang Ho Lee	1.2986584066530022E11
9705	Bin Tang	1.3000663839680022E11
9772	Ting Wang	1.374674960984502E11
9784	Meichun Hsu	1.4561076154580023E11
9791	Yi Zhang	1.4555806364615024E11
9794	Yi Li	1.3261121684495021E11
9873	Keith C. C. Chan	1.3732927999460019E11
9915	Gang Wang	1.434300005955002E11
9948	Myoung-Ho Kim	1.2727727969875023E11
9968	Yue Lu	1.2924740572840022E11
10001	Wei Chen	1.368787647379502E11
10003	Fang Liu	1.417244998366502E11
10005	Jing Liu	1.367659213942002E11
10008	Hong Va Leong	1.349738239069502E11
10133	Masahiro Murakawa	1.320126025361502E11
10138	Tetsuya Higuchi	1.429019488539502E11
10140	Ling Wang	1.409520618938002E11
10181	Jae-Woo Chang	1.358432421306002E11
10195	Tengjiao Wang	1.2510466696235023E11
10210	Qiancheng Jiang	1.2761586095440022E11
10220	Junqiang Liu	1.3711150680710019E11
10221	Min Luo	1.3154186263280022E11
10227	Noriko Kando	1.416041869003002E11
10280	Hwan-Seung Yong	1.2776413565990022E11
10299	Tong Zhang	1.444608052336502E11
10355	Wenyan Hu	1.3240854371620021E11
10380	Yong Li	1.3647264349805019E11
10431	Yiyu Yao	1.4464326274695023E11
10437	Jean-Daniel Zucker	1.2949651709245021E11
10450	Wai-Ho Au	1.3732927999460019E11
10465	Helge Ritter	1.384011978883502E11
10472	Rui Fang	1.3724761686085019E11
10491	Jean Sallantin	1.373435953495002E11
10496	Ken Barker	1.393742486968002E11
10497	Reda Alhajj	1.4274283456935022E11
10505	Jian Zhang	1.407494202703002E11
10566	T. S. E. Maibaum	1.2684794798655023E11
10576	Naoto Takahashi	1.3666261293735019E11
10601	Song Wang	1.386404398531002E11
10619	Xin Jin	1.391183713259502E11
10640	Yu Sun	1.342682786555002E11
10655	Licheng Jiao	1.3710123078565019E11
10683	Jian Huang	1.424235982614002E11
10698	Jian Zhou	1.2891656668160022E11
10702	Dayou Liu	1.377378585411502E11
10714	Yifan Li	1.333402648063502E11
10734	Rui Chen	1.319473787934002E11
10735	Yan Tang	1.2910030436970021E11
10737	Jean-Claude Latombe	1.3033760335665022E11
10751	Hidenao Abe	1.3871960197915018E11
10752	Shusaku Tsumoto	1.4644853715435022E11
10753	Miho Ohsaki	1.3849811969765018E11
10755	Lou Boves	1.378715697351002E11
10806	Michael R. M. Jenkin	1.2818290708940022E11
10807	Andrew Hogue	1.2877483568750023E11
10809	Sunbir Gill	1.2297811150910023E11
10810	Anna Topol	1.2297811150910023E11
10831	Lech Polkowski	1.2867816291970023E11
10849	Dong Xu	1.377356963842502E11
10851	Shoji Hirano	1.433589091200002E11
10887	Jian Sun	1.372707316809502E11
10894	Enhong Chen	1.362846300957502E11
10906	Jing Wang	1.355988829423002E11
10923	Dongyi Ye	1.331827285374002E11
10929	Qin Shi	1.330895650201002E11
10931	Bin Zhang	1.3911275859575018E11
10934	Ping Chen	1.2905749502410022E11
10936	Gong Chen	1.2898179694725021E11
10945	Wang Ying	1.2913423062370023E11
10978	Gang Liu	1.2661116955555023E11
11037	Yang Liu	1.3899746343550018E11
11145	Fernando Pereira	1.3140551487145021E11
11164	Sudhakar Yalamanchili	1.316170815153502E11
11175	Pedro Cano	1.3087540152970021E11
11195	Qi Tian	1.3024435011165022E11
11196	Shih-Fu Chang	1.400287672667502E11
11208	Shigeki Sagayama	1.3113861751070021E11
11216	Menzo Windhouwer	1.392893707534002E11
11222	Alex Acero	1.316849253066002E11
11223	Ye-Yi Wang	1.316849253066002E11
11225	Hsiao-Wuen Hon	1.424581270829502E11
11236	Christian Breiteneder	1.367964034099502E11
11237	Belle L. Tseng	1.428326334390002E11
11238	Ching-Yung Lin	1.399657485591502E11
11239	John R. Smith	1.3682364901500018E11
11242	B. Prabhakaran	1.376937893859002E11
11253	Yong Tang	1.3133551344700021E11
